,I_XT,I_TY,Layer,Epochs
505,6.5010741377282395,0.6184897288189299,2,126
506,3.415275874804865,0.5606228330410712,3,126
507,1.9214352538352435,0.5382737836913106,4,126
508,6.920686902313136,0.6931469493594913,1,127
509,6.496905275274817,0.6194130950623833,2,127
510,3.3922386136237734,0.5629749668206355,3,127
511,1.9242946133040328,0.5342999046875303,4,127
512,6.920686902313136,0.6931469493594913,1,128
513,6.490972747302105,0.6220737884558758,2,128
514,3.3977265874381697,0.5656334340062328,3,128
515,1.92879945899744,0.5330452248291693,4,128
516,6.920686902313136,0.6931469493594913,1,129
517,6.487499935854946,0.6231965810729598,2,129
518,3.395755351885449,0.566211405743415,3,129
519,1.9299251338980368,0.5325829470592948,4,129
520,6.920686902313136,0.6931469493594913,1,130
521,6.488667137619393,0.6232923070725324,2,130
522,3.3939661736753957,0.5701452469592775,3,130
523,1.9408999736079628,0.5360199339559024,4,130
524,6.920686902313136,0.6931469493594913,1,131
525,6.49782642576819,0.619098447224014,2,131
526,3.384808317874689,0.5724877538287089,3,131
527,1.9401360860060919,0.5437432226626856,4,131
528,6.920686902313136,0.6931469493594913,1,132
529,6.502165568904588,0.6169172832953315,2,132
530,3.4022799659064344,0.5752871434836324,3,132
531,1.9653829921908288,0.5512654082643302,4,132
532,6.920686902313136,0.6931469493594913,1,133
533,6.508503471674112,0.6166438579021779,2,133
534,3.440042319133266,0.5748141059467395,3,133
535,1.989389192924222,0.5626769725559749,4,133
536,6.920686902313136,0.6931469493594913,1,134
537,6.516253822054596,0.6153313933157335,2,134
538,3.464712109267668,0.5800556404019265,3,134
539,2.0080552274873384,0.5716362890947113,4,134
540,6.920686902313136,0.6931469493594913,1,135
541,6.511304712814095,0.6171387852377584,2,135
542,3.478381873048061,0.5814570769827058,3,135
543,2.0155855698982026,0.5808770691955271,4,135
544,6.9193854882554096,0.6918455353017654,1,136
545,6.507693167428295,0.613379180799188,2,136
546,3.488546842846893,0.5816156566558874,3,136
547,2.037200781354929,0.562015980329229,4,136
548,6.9193854882554096,0.6918455353017654,1,137
549,6.501463000991363,0.6138511489192632,2,137
550,3.4921199831226692,0.579091645997634,3,137
551,2.0447844599468055,0.5624378929808547,4,137
552,6.9193854882554096,0.6918455353017654,1,138
553,6.488267923743148,0.6130368554632343,2,138
554,3.4910197665750275,0.5716607223821607,3,138
555,2.066369166183967,0.5531352843131508,4,138
556,6.9193854882554096,0.6918455353017654,1,139
557,6.492233007946165,0.6215206307222623,2,139
558,3.510937913005568,0.575826792113878,3,139
559,2.0899557980217454,0.5517476875514963,4,139
560,6.920686902313136,0.6931469493594913,1,140
561,6.492148519678391,0.618748130703372,2,140
562,3.542903135654442,0.5769677470797796,3,140
563,2.101825642556269,0.5541161949459482,4,140
564,6.920686902313136,0.6931469493594913,1,141
565,6.501313050377616,0.6184925221551499,2,141
566,3.5824873415617136,0.5801127280836337,3,141
567,2.1358644673187737,0.5606878831868662,4,141
568,6.920686902313136,0.6931469493594913,1,142
569,6.501414398919846,0.620159921750332,2,142
570,3.5874374184750657,0.5812522652674618,3,142
571,2.153969406358353,0.5716134088879509,4,142
572,6.920686902313136,0.6931469493594913,1,143
573,6.497556581780518,0.621795397338229,2,143
574,3.5921167204282423,0.5870813963944598,3,143
575,2.1451763885240447,0.5835023232247153,4,143
576,6.920686902313136,0.6931469493594913,1,144
577,6.492279522509796,0.6205090670906236,2,144
578,3.59685766946124,0.5807345904075503,3,144
579,2.154727542096119,0.5727477425498708,4,144
580,6.9193854882554096,0.6918455353017654,1,145
581,6.495007233685324,0.6234084966151034,2,145
582,3.618293926636343,0.5801080607932834,3,145
583,2.2007069799858394,0.5717171813537617,4,145
584,6.9193854882554096,0.6918455353017654,1,146
585,6.486441002607543,0.620410901110769,2,146
586,3.65181712567883,0.5827132248248854,3,146
587,2.2540665649773612,0.5667879779717387,4,146
588,6.919399146645532,0.6918591936918865,1,147
589,6.477681843693099,0.6215677630468884,2,147
590,3.654605725826463,0.58737156867816,3,147
591,2.2872948679269958,0.5766561976580464,4,147
592,6.919399146645532,0.6918591936918865,1,148
593,6.486692822730616,0.6299524283922012,2,148
594,3.711141686661143,0.5890427706390774,3,148
595,2.3190432318145358,0.5830377010957422,4,148
596,6.9194342901114005,0.6918943371577563,1,149
597,6.498303910196032,0.6314061214922881,2,149
598,3.73535580262685,0.5858971611696444,3,149
599,2.3292894611733748,0.5825001757640561,4,149
600,6.9194342901114005,0.6918943371577563,1,150
601,6.4903464385523915,0.6307572471618417,2,150
602,3.735426184319787,0.591696926084533,3,150
603,2.363393486765783,0.5809031499549813,4,150
604,6.920686902313136,0.6931469493594913,1,151
605,6.469709635157028,0.6310945994789584,2,151
606,3.815784627019279,0.5919656498368757,3,151
607,2.3956408532890086,0.5862345918491888,4,151
608,6.920686902313136,0.6931469493594913,1,152
609,6.48128752620125,0.6331207685819383,2,152
610,3.8157483211956906,0.5883958358114727,3,152
611,2.4278205473195977,0.5844763055518172,4,152
612,6.920686902313136,0.6931469493594913,1,153
613,6.513229496757105,0.6379724387433554,2,153
614,3.909178909792959,0.5935441277636047,3,153
615,2.475634855220046,0.5991354498745226,4,153
616,6.920686902313136,0.6931469493594913,1,154
617,6.4698181702411315,0.6432507577435422,2,154
618,3.875311672494722,0.5995411816943936,3,154
619,2.531587259968967,0.5888496809292587,4,154
620,6.920686902313136,0.6931469493594913,1,155
621,6.47959700696375,0.6380294603552172,2,155
622,3.9609415486294526,0.5966996557727804,3,155
623,2.557405015311356,0.5966781711733233,4,155
624,6.920686902313136,0.6931469493594913,1,156
625,6.506659520385308,0.6323833937505476,2,156
626,4.004283846338461,0.6041154609887912,3,156
627,2.61798056411973,0.5999046577247472,4,156
628,6.920686902313136,0.6931469493594913,1,157
629,6.510790062590433,0.6309657675319017,2,157
630,4.018559915682007,0.600962776806115,3,157
631,2.690927791127925,0.601428796658817,4,157
632,6.920686902313136,0.6931469493594913,1,158
633,6.521553439696814,0.6329166820847822,2,158
634,4.0979290669694475,0.6079885840936994,3,158
635,2.673192153313714,0.6043372257291447,4,158
636,6.920686902313136,0.6931469493594913,1,159
637,6.561903096463302,0.6427407110819522,2,159
638,4.181051531990157,0.6106942915538649,3,159
639,2.765002783739149,0.6098367770145109,4,159
640,6.920686902313136,0.6931469493594913,1,160
641,6.585530304883706,0.6455474752253275,2,160
642,4.2589982265691555,0.6163869615743396,3,160
643,2.836277655332874,0.6144414341926114,4,160
644,6.920686902313136,0.6931469493594913,1,161
645,6.60605209190494,0.653827272426854,2,161
646,4.282472176217969,0.619902548613087,3,161
647,2.9000049186704104,0.6217471776437662,4,161
648,6.920686902313136,0.6931469493594913,1,162
649,6.628759129620204,0.6516818510297939,2,162
650,4.339345750941955,0.6254885517751259,3,162
651,2.94839214942745,0.6261871350508357,4,162
652,6.920686902313136,0.6931469493594913,1,163
653,6.617134339074173,0.655788267269707,2,163
654,4.428265284412548,0.6308109894558351,3,163
655,2.978441670373207,0.6323591359465096,4,163
656,6.920686902313136,0.6931469493594913,1,164
657,6.624863000079765,0.6618740436298342,2,164
658,4.408129368835767,0.6358720696042397,3,164
659,3.0551719256000176,0.6414357107017257,4,164
660,6.920686902313136,0.6931469493594913,1,165
661,6.651921586647837,0.6624625387299842,2,165
662,4.425893210201164,0.6473440567567534,3,165
663,3.1179190626398436,0.6482930205200557,4,165
664,6.920686902313136,0.6931469493594913,1,166
665,6.652084289087613,0.6692335228722283,2,166
666,4.326354712711807,0.6539744747806228,3,166
667,3.1590959932921963,0.6565562055400698,4,166
668,6.920686902313136,0.6931469493594913,1,167
669,6.676723264131729,0.6762115476546099,2,167
670,4.192461988414366,0.6625112404422185,3,167
671,3.2069063817555477,0.6677161732567362,4,167
672,6.920686902313136,0.6931469493594913,1,168
673,6.67499548729238,0.6805452277846696,2,168
674,4.154926255949515,0.6735009694893815,3,168
675,3.2047026541727908,0.6759467352764408,4,168
676,6.920686902313136,0.6931469493594913,1,169
677,6.695959024757066,0.6917067420649949,2,169
678,4.153249277603434,0.6871925138150776,3,169
679,3.153848861354413,0.6885771773324016,4,169
680,6.920686902313136,0.6931469493594913,1,170
681,6.653529995758317,0.690272635045124,2,170
682,4.124111031494902,0.690408130678227,3,170
683,3.061574249461661,0.6906141770926641,4,170
684,6.920686902313136,0.6931469493594913,1,171
685,6.597611205302541,0.6931469493594913,2,171
686,4.114273783369133,0.693146949359468,3,171
687,2.9325431021855275,0.6931469493594847,4,171
688,6.920686902313136,0.6931469493594913,1,172
689,6.571177316617809,0.6931469493594916,2,172
690,4.0566369338568675,0.6931469493594654,3,172
691,2.7503779066195766,0.6931469493594501,4,172
692,6.9191930394532575,0.6931469493594913,1,173
693,6.556295995886211,0.6931469493594914,2,173
694,4.025505686311431,0.6931469493594649,3,173
695,2.6033007257363847,0.6931469493594904,4,173
696,6.919370870196013,0.6931469493594913,1,174
697,6.484262345991073,0.6931469493594915,2,174
698,3.962716122924694,0.6931469493594645,3,174
699,2.5282197186501354,0.6931469493594924,4,174
700,6.920686902313136,0.6931469493594913,1,175
701,6.407042471854242,0.6931469493594907,2,175
702,3.8848543777381415,0.693146949359475,3,175
703,2.4677866604957077,0.6931469493594972,4,175
704,6.9155585227828835,0.6931469493594913,1,176
705,6.367104597076985,0.6931469493594905,2,176
706,3.8067926387183366,0.6931469493594778,3,176
707,2.384806231331543,0.693146949359507,4,176
708,6.915399325897007,0.6931469493594913,1,177
709,6.384688778247221,0.6931469493594908,2,177
710,3.7692994763424665,0.6931469493594774,3,177
711,2.230520332465258,0.693146949359482,4,177
712,6.911238456642171,0.6931469493594913,1,178
713,6.406459465288478,0.6931469493594907,2,178
714,3.749070648661626,0.6931469493594762,3,178
715,2.214863597989085,0.6931469493594943,4,178
716,6.911977772812409,0.6931469493594912,1,179
717,6.3702507198304295,0.6931469493594908,2,179
718,3.7324216765382316,0.693146949359476,3,179
719,2.209206867778998,0.693146949359538,4,179
720,6.911888727026507,0.6931469493594911,1,180
721,6.350791248245981,0.6931469493594914,2,180
722,3.7349084621507416,0.6931469493594754,3,180
723,2.029611413625915,0.6931469493595159,4,180
724,6.91175007693471,0.6931469493594912,1,181
725,6.3117644572048315,0.693146949359492,2,181
726,3.7157270604227257,0.6931469493594754,3,181
727,2.0396447408163163,0.693146949359562,4,181
728,6.9078654959200865,0.6931469493594912,1,182
729,6.30262530290441,0.6931469493594922,2,182
730,3.6889197805345733,0.6931469493594762,3,182
731,1.9493200663728498,0.6931469493595666,4,182
732,6.903810991958598,0.6931469493594911,1,183
733,6.267396680793193,0.6931469493594921,2,183
734,3.6502824336677793,0.6931469493594762,3,183
735,1.7633301724225277,0.6931469493595698,4,183
736,6.900234964198004,0.6931469493594911,1,184
737,6.269237502795831,0.6931469493594911,2,184
738,3.6244126713636966,0.6931469493594754,3,184
739,1.8377278610981511,0.6931469493596271,4,184
740,6.904049207735755,0.6931469493594911,1,185
741,6.249023726400933,0.6931469493594907,2,185
742,3.5838519245458063,0.6931469493594752,3,185
743,1.7133564498164167,0.6931469493595991,4,185
744,6.9015223866851825,0.6931469493594912,1,186
745,6.212254455762485,0.6931469493594903,2,186
746,3.5571699863128847,0.6931469493594749,3,186
747,1.6004616009761778,0.6931469493595985,4,186
748,6.9028546142256175,0.6931469493594911,1,187
749,6.204919274263181,0.6931469493594902,2,187
750,3.5350869299799506,0.6931469493594747,3,187
751,1.7304452474343541,0.6931469493596423,4,187
752,6.900262955712952,0.6931469493594911,1,188
753,6.196025935380684,0.693146949359491,2,188
754,3.4978948786813255,0.6931469493594757,3,188
755,1.538905291780391,0.6931469493596076,4,188
756,6.899507723311387,0.6931469493594913,1,189
757,6.1996071067449545,0.6931469493594913,2,189
758,3.480580250562839,0.6931469493594747,3,189
759,1.5345959042798212,0.6931469493596111,4,189
760,6.894260856534399,0.6931469493594913,1,190
761,6.217589344499128,0.6931469493594914,2,190
762,3.445695133582186,0.6931469493594742,3,190
763,1.503199478380243,0.6931469493596119,4,190
764,6.899726663590628,0.6931469493594913,1,191
765,6.2119787648294,0.6931469493594911,2,191
766,3.418819663360946,0.693146949359474,3,191
767,1.5039571941984573,0.6931469493596143,4,191
768,6.904818414172833,0.6931469493594913,1,192
769,6.1928728166156555,0.6931469493594906,2,192
770,3.435794222468124,0.6931469493594741,3,192
771,1.4900043774178127,0.6931469493596142,4,192
772,6.905706124141641,0.6931469493594913,1,193
773,6.184146317831684,0.6931469493594905,2,193
774,3.419248536249169,0.6931469493594736,3,193
775,1.5917606771855186,0.6931469493596271,4,193
776,6.906125980258558,0.6931469493594912,1,194
777,6.17604618172911,0.6931469493594908,2,194
778,3.3974172745991247,0.6931469493594747,3,194
779,1.4662891639129099,0.6931469493596183,4,194
780,6.907693872028149,0.6931469493594912,1,195
781,6.162341754302883,0.6931469493594907,2,195
782,3.3835632496753734,0.6931469493594742,3,195
783,1.5776471803665328,0.6931469493596247,4,195
784,6.911776117495984,0.693146949359491,1,196
785,6.174490738198991,0.693146949359491,2,196
786,3.3628947534221605,0.6931469493594739,3,196
787,1.4670343459560993,0.6931469493596186,4,196
788,6.912988241867272,0.6931469493594911,1,197
789,6.157827893043928,0.6931469493594908,2,197
790,3.364133832432014,0.693146949359474,3,197
791,1.4546173479059634,0.6931469493596194,4,197
792,6.914218131887004,0.6931469493594912,1,198
793,6.143446593758517,0.6931469493594914,2,198
794,3.3470436950348637,0.6931469493594732,3,198
795,1.5358470863257956,0.6931469493596204,4,198
796,6.910186078710717,0.6931469493594911,1,199
797,6.1332499275173085,0.6931469493594913,2,199
798,3.3411358623421963,0.6931469493594734,3,199
799,1.4700543814905414,0.6931469493596177,4,199
800,6.907208858748141,0.6931469493594911,1,200
801,6.1373061192398515,0.6931469493594907,2,200
802,3.3334440629981903,0.6931469493594732,3,200
803,1.4506178078549115,0.6931469493596183,4,200
804,6.905731541598756,0.6931469493594912,1,201
805,6.140657822192637,0.6931469493594905,2,201
806,3.316578680244986,0.6931469493594732,3,201
807,1.459496020856571,0.693146949359619,4,201
808,6.8984682010978275,0.6931469493594913,1,202
809,6.131382758958775,0.6931469493594906,2,202
810,3.295849845983234,0.6931469493594724,3,202
811,1.6172972308121274,0.693146949359638,4,202
812,6.898165222558219,0.6931469493594914,1,203
813,6.1302006638646,0.6931469493594905,2,203
814,3.2699890910313774,0.6931469493594717,3,203
815,1.4635773896296946,0.6931469493596185,4,203
816,6.89413946176198,0.6931469493594913,1,204
817,6.119822063602131,0.6931469493594908,2,204
818,3.2404303066541256,0.6931469493594713,3,204
819,1.448267308482943,0.6931469493596191,4,204
820,6.897089526982763,0.6931469493594913,1,205
821,6.130576672154847,0.6931469493594912,2,205
822,3.2205445236442074,0.6931469493594706,3,205
823,1.4511245914128088,0.6931469493596198,4,205
824,6.897594263862201,0.6931469493594913,1,206
825,6.120954333386173,0.6931469493594912,2,206
826,3.2087320713914447,0.6931469493594702,3,206
827,1.463048213620664,0.6931469493596184,4,206
828,6.895265154267676,0.6931469493594913,1,207
829,6.1219797077558935,0.6931469493594912,2,207
830,3.179033323549513,0.6931469493594687,3,207
831,1.6112174101898833,0.6931469493596395,4,207
832,6.889934750465244,0.6931469493594913,1,208
833,6.118653242181109,0.6931469493594908,2,208
834,3.1626504880867135,0.693146949359468,3,208
835,1.4562098077716952,0.6931469493596176,4,208
836,6.891105595516619,0.6931469493594912,1,209
837,6.093403343195764,0.6931469493594903,2,209
838,3.140778168085008,0.6931469493594667,3,209
839,1.4494184154937344,0.6931469493596185,4,209
840,6.892469507601116,0.6931469493594913,1,210
841,6.107542772749935,0.693146949359491,2,210
842,3.116702497300788,0.6931469493594653,3,210
843,1.4451915988667963,0.6931469493596197,4,210
844,6.895073173574652,0.6931469493594914,1,211
845,6.097770557944602,0.6931469493594905,2,211
846,3.090661255672255,0.6931469493594641,3,211
847,1.4473202005003465,0.6931469493596201,4,211
848,6.897983128410294,0.6931469493594914,1,212
849,6.100131379656952,0.6931469493594905,2,212
850,3.0756416045727577,0.6931469493594636,3,212
851,1.519151257077151,0.6931469493596227,4,212
852,6.899350753379722,0.6931469493594913,1,213
853,6.09584354435151,0.6931469493594903,2,213
854,3.066336130434285,0.6931469493594625,3,213
855,1.497486031610434,0.6931469493596205,4,213
856,6.903324335625171,0.6931469493594913,1,214
857,6.099962003174275,0.6931469493594902,2,214
858,3.050081466878386,0.6931469493594616,3,214
859,1.4474229911030674,0.6931469493596165,4,214
860,6.904623426308584,0.6931469493594913,1,215
861,6.090444735349324,0.6931469493594902,2,215
862,3.042874948206308,0.6931469493594605,3,215
863,1.4478091327162421,0.6931469493596175,4,215
864,6.904388337159348,0.6931469493594913,1,216
865,6.086716046503605,0.6931469493594906,2,216
866,3.026473026050794,0.6931469493594599,3,216
867,1.4359174382927602,0.6931469493596196,4,216
868,6.903135396481631,0.6931469493594912,1,217
869,6.098109955945557,0.6931469493594902,2,217
870,3.0001023277447576,0.6931469493594574,3,217
871,1.4423916673635688,0.69314694935962,4,217
872,6.910235654391235,0.6931469493594911,1,218
873,6.096511601759236,0.6931469493594902,2,218
874,2.9867016930866837,0.6931469493594562,3,218
875,1.4367798082551204,0.6931469493596205,4,218
876,6.908686220531708,0.6931469493594912,1,219
877,6.086940369413451,0.6931469493594908,2,219
878,2.966768107364339,0.6931469493594548,3,219
879,1.4524716875240975,0.6931469493596197,4,219
880,6.908686220531708,0.6931469493594912,1,220
881,6.084384627766093,0.693146949359491,2,220
882,2.954871571153333,0.6931469493594536,3,220
883,1.5989634658575662,0.6931469493596396,4,220
884,6.905850230603682,0.6931469493594912,1,221
885,6.084653435856094,0.6931469493594906,2,221
886,2.9503350059799884,0.6931469493594532,3,221
887,1.472420776083935,0.6931469493596198,4,221
888,6.903249259991903,0.6931469493594911,1,222
889,6.092691363324466,0.6931469493594907,2,222
890,2.923471803617522,0.6931469493594524,3,222
891,1.4450561039549632,0.6931469493596172,4,222
892,6.901933227874781,0.6931469493594912,1,223
893,6.08919494771645,0.6931469493594907,2,223
894,2.895426390241382,0.6931469493594504,3,223
895,1.4478069613945972,0.6931469493596161,4,223
896,6.904841635880743,0.6931469493594912,1,224
897,6.0834527007565455,0.6931469493594906,2,224
898,2.888651186829748,0.69314694935945,3,224
899,1.4389272256329175,0.6931469493596185,4,224
900,6.905075227512091,0.6931469493594912,1,225
901,6.0881278054737535,0.6931469493594907,2,225
902,2.880937489544422,0.6931469493594491,3,225
903,1.4330146081660464,0.6931469493596194,4,225
904,6.906183762948891,0.6931469493594912,1,226
905,6.096401584012236,0.6931469493594906,2,226
906,2.8631465843301425,0.6931469493594485,3,226
907,1.4379833181634116,0.6931469493596202,4,226
908,6.904797468587771,0.6931469493594912,1,227
909,6.100002023034834,0.6931469493594907,2,227
910,2.842533512603541,0.6931469493594472,3,227
911,1.4349489180854877,0.6931469493596211,4,227
912,6.906129673016282,0.6931469493594912,1,228
913,6.089561025144064,0.6931469493594907,2,228
914,2.8298828816337456,0.6931469493594464,3,228
915,1.438891869559414,0.6931469493596212,4,228
916,6.906387756985462,0.6931469493594911,1,229
917,6.091284994309757,0.6931469493594905,2,229
918,2.8150147074632392,0.6931469493594453,3,229
919,1.4851249586708948,0.6931469493596231,4,229
920,6.907747992608616,0.6931469493594912,1,230
921,6.089083009660274,0.693146949359491,2,230
922,2.801360350251768,0.6931469493594448,3,230
923,1.584640217963022,0.6931469493596404,4,230
924,6.903717527111014,0.6931469493594912,1,231
925,6.0808477009438064,0.6931469493594911,2,231
926,2.7911044529022115,0.6931469493594439,3,231
927,1.468916760273796,0.6931469493596212,4,231
928,6.903672924407564,0.6931469493594912,1,232
929,6.076770822613103,0.6931469493594912,2,232
930,2.7776694608844217,0.6931469493594428,3,232
931,1.4470432991655602,0.6931469493596186,4,232
932,6.902301064807059,0.6931469493594912,1,233
933,6.092830809078946,0.6931469493594913,2,233
934,2.770412257189682,0.6931469493594422,3,233
935,1.4423168616054445,0.6931469493596165,4,233
936,6.904497554417253,0.6931469493594913,1,234
937,6.07667676230084,0.6931469493594915,2,234
938,2.758599192054803,0.6931469493594423,3,234
939,1.4433025473078613,0.6931469493596166,4,234
940,6.904497554417253,0.6931469493594913,1,235
941,6.0684426608244095,0.6931469493594913,2,235
942,2.7353875616079493,0.6931469493594408,3,235
943,1.4378602241324654,0.693146949359618,4,235
944,6.9048196049306085,0.6931469493594912,1,236
945,6.062652282041823,0.6931469493594907,2,236
946,2.716327525717089,0.6931469493594435,3,236
947,1.4353995880294885,0.693146949359619,4,236
948,6.903455366638424,0.6931469493594912,1,237
949,6.063852778056639,0.6931469493594911,2,237
950,2.7076763552753276,0.693146949359445,3,237
951,1.427392335600655,0.6931469493596196,4,237
952,6.903177284650094,0.6931469493594913,1,238
953,6.0737128579814605,0.6931469493594912,2,238
954,2.691646715486407,0.6931469493594463,3,238
955,1.43247757120437,0.6931469493596203,4,238
956,6.898949437556713,0.6931469493594912,1,239
957,6.068989334048413,0.6931469493594912,2,239
958,2.6738917862081957,0.6931469493594495,3,239
959,1.4320328569066731,0.6931469493596215,4,239
960,6.897677962566587,0.6931469493594912,1,240
961,6.065362276955322,0.6931469493594914,2,240
962,2.6610490515642526,0.6931469493594509,3,240
963,1.430246742786432,0.693146949359621,4,240
964,6.894923487300752,0.6931469493594913,1,241
965,6.063565750298785,0.6931469493594912,2,241
966,2.658036979123529,0.6931469493594535,3,241
967,1.426729087906356,0.6931469493596217,4,241
968,6.8979667840201575,0.6931469493594913,1,242
969,6.0584705326513095,0.6931469493594912,2,242
970,2.652783795037493,0.6931469493594543,3,242
971,1.44007640016221,0.693146949359622,4,242
972,6.89645257103748,0.6931469493594912,1,243
973,6.0652185077935155,0.6931469493594911,2,243
974,2.6403117219540655,0.6931469493594566,3,243
975,1.5461994891223425,0.6931469493596315,4,243
976,6.897824430637986,0.6931469493594913,1,244
977,6.056281847828226,0.6931469493594912,2,244
978,2.635229144868123,0.693146949359459,3,244
979,1.485441559138639,0.6931469493596237,4,244
980,6.896438136276865,0.6931469493594913,1,245
981,6.044789926131708,0.6931469493594907,2,245
982,2.6180123725652287,0.6931469493594608,3,245
983,1.44497051582871,0.6931469493596207,4,245
984,6.897630349427428,0.6931469493594913,1,246
985,6.044648243421935,0.6931469493594907,2,246
986,2.609201311111417,0.6931469493594606,3,246
987,1.4434880231182137,0.6931469493596191,4,246
988,6.897608473187477,0.6931469493594913,1,247
989,6.041122495161631,0.6931469493594911,2,247
990,2.6005460616033944,0.6931469493594611,3,247
991,1.4370423988747594,0.6931469493596177,4,247
992,6.898994767548597,0.6931469493594913,1,248
993,6.047803252970848,0.6931469493594908,2,248
994,2.5961196029398836,0.6931469493594619,3,248
995,1.4360632805653404,0.6931469493596171,4,248
996,6.898994767548597,0.6931469493594913,1,249
997,6.044731613752911,0.6931469493594906,2,249
998,2.5945207404451316,0.6931469493594637,3,249
999,1.4373106869106143,0.6931469493596168,4,249
